epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,1623.63,0.51052,0.40992,0.90527,0.99911,1,0.995,0.91618,0.47316,0.23378,0.85451,0.000749939,0.000749939,0.000749939
50,1652.4,0.50183,0.38818,0.89809,0.9993,1,0.995,0.95991,0.33075,0.20574,0.81899,0.000735792,0.000735792,0.000735792
51,1684.62,0.49288,0.38133,0.88923,0.99788,1,0.995,0.94991,0.3421,0.20697,0.82784,0.000721645,0.000721645,0.000721645
52,1711.13,0.48311,0.36955,0.88997,0.99951,1,0.995,0.92757,0.39748,0.22551,0.84202,0.000707498,0.000707498,0.000707498
53,1738.58,0.50048,0.38566,0.89732,0.99758,1,0.99499,0.95456,0.34836,0.20533,0.8269,0.000693351,0.000693351,0.000693351
54,1765.76,0.47862,0.36729,0.88698,0.99923,0.99857,0.995,0.98024,0.27351,0.19299,0.80822,0.000679204,0.000679204,0.000679204
55,1796.68,0.48014,0.36521,0.89293,0.99936,0.9998,0.995,0.97565,0.27926,0.18316,0.81082,0.000665057,0.000665057,0.000665057
56,1824.43,0.48692,0.37833,0.89313,0.99935,1,0.995,0.96007,0.33377,0.2047,0.81967,0.000650909,0.000650909,0.000650909
57,1853.57,0.48734,0.35814,0.88349,0.9982,1,0.995,0.92168,0.44266,0.22644,0.84498,0.000636762,0.000636762,0.000636762
58,1883.47,0.48208,0.37326,0.88972,0.99934,1,0.995,0.96028,0.33589,0.21216,0.82092,0.000622615,0.000622615,0.000622615
59,1923.45,0.46951,0.36763,0.88059,0.99951,1,0.995,0.95794,0.34761,0.20579,0.82348,0.000608468,0.000608468,0.000608468
60,1955.06,0.49185,0.38909,0.89244,0.9996,1,0.995,0.95204,0.35376,0.20359,0.82561,0.000594321,0.000594321,0.000594321
61,1986.99,0.4615,0.36093,0.88606,0.99959,1,0.995,0.96912,0.31411,0.18129,0.81169,0.000580174,0.000580174,0.000580174
62,2020.86,0.46703,0.36773,0.89115,0.99917,1,0.995,0.9698,0.28635,0.1755,0.80754,0.000566027,0.000566027,0.000566027
63,2062.31,0.47648,0.35665,0.88044,0.99831,1,0.995,0.97385,0.2819,0.18218,0.8101,0.00055188,0.00055188,0.00055188
64,2093.29,0.47464,0.37272,0.89319,0.99793,1,0.995,0.96763,0.30006,0.18521,0.81281,0.000537733,0.000537733,0.000537733
65,2124.94,0.47412,0.36461,0.88491,0.99911,1,0.995,0.95389,0.33366,0.21093,0.82258,0.000523586,0.000523586,0.000523586
66,2164.03,0.47051,0.36284,0.89024,0.99932,1,0.995,0.9624,0.3101,0.19289,0.81896,0.000509438,0.000509438,0.000509438
67,2206.95,0.44005,0.33983,0.87807,0.9981,1,0.995,0.94658,0.36613,0.2006,0.82658,0.000495291,0.000495291,0.000495291
68,2246.29,0.46301,0.35892,0.88856,0.99791,1,0.99493,0.93535,0.40396,0.20739,0.8384,0.000481144,0.000481144,0.000481144
69,2285.42,0.46104,0.36586,0.892,0.9984,1,0.995,0.9362,0.42395,0.209,0.84235,0.000466997,0.000466997,0.000466997
70,2316.53,0.45723,0.36265,0.88303,0.99944,1,0.995,0.951,0.35863,0.18674,0.82909,0.00045285,0.00045285,0.00045285
71,2346.95,0.43319,0.34174,0.87425,0.99947,1,0.995,0.97293,0.28972,0.18478,0.81342,0.000438703,0.000438703,0.000438703
72,2380.22,0.4506,0.36638,0.88409,0.99955,1,0.995,0.96007,0.32034,0.18951,0.82086,0.000424556,0.000424556,0.000424556
73,2419.99,0.44629,0.35117,0.88322,0.99824,1,0.995,0.95686,0.33535,0.18011,0.81747,0.000410409,0.000410409,0.000410409
74,2450.36,0.45589,0.35442,0.8845,0.99904,1,0.995,0.96202,0.30869,0.17929,0.81523,0.000396262,0.000396262,0.000396262
75,2481.35,0.42516,0.31462,0.87435,0.99951,1,0.995,0.97653,0.25707,0.16955,0.809,0.000382115,0.000382115,0.000382115
76,2511.85,0.42889,0.32971,0.87268,0.99855,0.99953,0.995,0.95154,0.35594,0.18826,0.82752,0.000367967,0.000367967,0.000367967
77,2542.94,0.43237,0.33421,0.87888,0.99889,0.99951,0.995,0.94493,0.37107,0.19285,0.83121,0.00035382,0.00035382,0.00035382
78,2583.19,0.44224,0.34527,0.88397,0.99958,1,0.995,0.9682,0.29882,0.17152,0.8144,0.000339673,0.000339673,0.000339673
79,2625.08,0.43158,0.33565,0.87857,0.99882,0.99975,0.995,0.94965,0.36195,0.18777,0.82813,0.000325526,0.000325526,0.000325526
80,2657.39,0.43531,0.34954,0.877,0.99953,1,0.995,0.97077,0.27044,0.16812,0.80886,0.000311379,0.000311379,0.000311379
81,2689.98,0.43582,0.3388,0.87811,0.9994,1,0.995,0.96859,0.29906,0.16514,0.81489,0.000297232,0.000297232,0.000297232
82,2733.8,0.43089,0.33129,0.87485,0.99788,1,0.995,0.96083,0.32329,0.16886,0.82063,0.000283085,0.000283085,0.000283085
83,2774.96,0.41895,0.32646,0.86862,0.99804,1,0.99499,0.98447,0.23273,0.15949,0.80138,0.000268938,0.000268938,0.000268938
84,2807.52,0.4166,0.32271,0.87093,0.99818,1,0.995,0.96947,0.28847,0.16688,0.81318,0.000254791,0.000254791,0.000254791
85,2848.7,0.41141,0.31244,0.86904,0.99809,1,0.995,0.97861,0.25359,0.15908,0.80507,0.000240644,0.000240644,0.000240644
86,2879.93,0.41121,0.31995,0.87036,0.99944,1,0.995,0.94747,0.36797,0.17977,0.82677,0.000226497,0.000226497,0.000226497
87,2914.06,0.40086,0.30495,0.86758,0.99823,1,0.995,0.9835,0.24937,0.1449,0.80483,0.000212349,0.000212349,0.000212349
88,2945.76,0.42606,0.34471,0.88077,0.99905,1,0.995,0.97469,0.25791,0.16155,0.80695,0.000198202,0.000198202,0.000198202
89,2976.35,0.43338,0.35296,0.88258,0.99917,1,0.995,0.96824,0.31601,0.16776,0.81505,0.000184055,0.000184055,0.000184055
90,3007.13,0.41178,0.32581,0.87597,0.99922,1,0.995,0.95992,0.32427,0.16751,0.81956,0.000169908,0.000169908,0.000169908
91,3092.33,0.39639,0.28789,0.85251,0.99946,1,0.995,0.96253,0.31056,0.17176,0.81729,0.000155761,0.000155761,0.000155761
92,3116.81,0.37267,0.27514,0.8479,0.99953,1,0.995,0.96551,0.31641,0.16392,0.81572,0.000141614,0.000141614,0.000141614
93,3140.95,0.37265,0.27122,0.84886,0.99946,1,0.995,0.96969,0.28552,0.14958,0.81275,0.000127467,0.000127467,0.000127467
94,3167.66,0.36999,0.2743,0.84809,0.99826,1,0.995,0.97491,0.27254,0.15349,0.80583,0.00011332,0.00011332,0.00011332
95,3194.41,0.35411,0.25299,0.83797,0.99955,1,0.995,0.96822,0.3051,0.15607,0.81076,9.91726e-05,9.91726e-05,9.91726e-05
96,3221.09,0.35395,0.27145,0.84103,0.99946,1,0.995,0.9714,0.28443,0.15015,0.80947,8.50255e-05,8.50255e-05,8.50255e-05
97,3250.3,0.35004,0.26606,0.8445,0.99955,1,0.995,0.985,0.23497,0.14201,0.80006,7.08784e-05,7.08784e-05,7.08784e-05
98,3277.75,0.35504,0.26743,0.84575,0.99956,1,0.995,0.9823,0.25646,0.14451,0.80421,5.67313e-05,5.67313e-05,5.67313e-05
99,3304.93,0.36484,0.28739,0.85921,0.99955,1,0.995,0.98433,0.23742,0.13604,0.80073,4.25842e-05,4.25842e-05,4.25842e-05
100,3332.09,0.35868,0.26701,0.84901,0.99953,1,0.995,0.9822,0.23925,0.13853,0.80095,2.84371e-05,2.84371e-05,2.84371e-05
